,Infected data,Recovered data,Death data,Susceptible,Infected,Recovered
5/21/20,301,592,10,13.656302249713418,391.90764348368765,605.4360542665992
5/22/20,301,600,10,12.653816153320554,382.33004072587323,616.0161431208064
5/23/20,301,607,10,11.747452544320335,372.9165877178843,626.3359597377957
5/24/20,300,620,10,10.927842154672085,363.6723445469291,636.3998132983988
5/25/20,313,628,10,10.1831791364812,354.6037919556561,646.2130289078627
5/26/20,312,634,10,9.505934529793254,345.7133033015738,655.7807621686329
5/27/20,335,639,10,8.889408915322337,337.00249651472234,665.1080945699554
5/28/20,344,646,10,8.327429241869183,328.4725068721657,674.2000638859652
5/29/20,359,653,10,7.814348826321162,320.123986997992,683.0616641756868
05/30/20,,,,7.3450473536522916,311.957106863313,691.6978457830347
05/31/20,,,,6.914930876923227,303.9715537862645,700.1135153368123
06/01/20,,,,6.519931817281262,296.1665324320062,708.3135357507125
06/02/20,,,,6.156508963960334,288.54076481272165,716.302726223318
06/03/20,,,,5.821647474281024,281.09249028761826,724.0858622381007
06/04/20,,,,5.512858873650547,273.8194655629275,731.667675563422
06/05/20,,,,5.227939237863334,266.71915038060047,739.0529103815363
06/06/20,,,,4.96424359583415,259.7892998108413,746.2464565933246
06/07/20,,,,4.7200379101836125,253.02701422867085,753.2529478611456
06/08/20,,,,4.493779296737218,246.4293079080399,760.0769127952229
06/09/20,,,,4.284013004466714,239.99318777220407,766.7227992233293
06/10/20,,,,4.089372415490103,233.71565339372378,773.1949741907862
06/11/20,,,,3.9085790450716376,227.59369699446424,779.4977239604642
06/12/20,,,,3.7404425416218268,221.62430344559536,785.6352540127829
06/13/20,,,,3.583860686697429,215.80445026759193,791.6116890457107
06/14/20,,,,3.4378193950014584,210.1311076302335,797.4310729747651
06/15/20,,,,3.3013927143831783,204.60123835260435,803.0973689330126
06/16/20,,,,3.17374282583811,199.21179790309364,808.6144592710683
06/17/20,,,,3.054120043508023,193.95973439939524,813.9861455570968
06/18/20,,,,2.9418628146809414,188.84198860850782,819.2161485768113
06/19/20,,,,2.836397719791143,183.85549394673484,824.3081083334741
06/20/20,,,,2.737239472419158,178.99717647968453,829.2655840478965
06/21/20,,,,2.6439443363327504,174.26390806016425,834.092147603503
06/22/20,,,,2.555930925713728,169.65243255534898,838.7916365189374
06/23/20,,,,2.472881726294835,165.15989344313007,843.3672248305751
06/24/20,,,,2.394531168711376,160.78352829632965,847.821940534959
06/25/20,,,,2.320621841779189,156.5206161509218,852.1587620072991
06/26/20,,,,2.2509044924946413,152.36847750603255,856.3806180014728
06/27/20,,,,2.185138026034634,148.3244743239399,860.4903876500255
06/28/20,,,,2.1230895057565986,144.38601003007383,864.4909004641696
06/29/20,,,,2.0645341531985,140.55052951301627,868.3849363337853
06/30/20,,,,2.0092553480788347,136.81551912450112,872.17522552742
07/01/20,,,,1.9570446282966287,133.17850667941428,875.8644486922891
07/02/20,,,,1.9077016899314425,129.6370614557935,879.4552368542751
07/03/20,,,,1.8610343872433681,126.18879419482869,882.950171417928
07/04/20,,,,1.8168587326730279,122.83135710086151,886.3517841664654
07/05/20,,,,1.7749988968415773,119.56244384138574,889.6625572617727
07/06/20,,,,1.735287208550703,116.37978954704704,892.8849232444022
07/07/20,,,,1.6975641547826237,113.28117081164314,896.0212650335743
07/08/20,,,,1.661678380700091,110.26440569212359,899.0739159271764
07/09/20,,,,1.6274866896463853,107.32735370858998,902.0451596017637
07/10/20,,,,1.5948540431453226,104.46791584429592,904.9372301125588
07/11/20,,,,1.563653560901248,101.6840345456469,907.752311893452
07/12/20,,,,1.53376652079904,98.97369372220037,910.4925397570007
07/13/20,,,,1.5050823589041071,96.33491874666585,913.1599988944301
07/14/20,,,,1.4774986694623924,93.76577645490471,915.7567248756329
07/15/20,,,,1.4509277630756872,91.26419345090174,918.2848787860225
07/16/20,,,,1.4253501114496612,88.82727467411146,920.7473752144389
07/17/20,,,,1.4007512940949796,86.45342173159716,923.1458269743079
07/18/20,,,,1.3771113585077792,84.1412960628868,925.4815925786055
07/19/20,,,,1.3544098436940777,81.88957137215657,927.7560187841494
07/20/20,,,,1.3326257801697727,79.69693362823077,929.9704405915995
07/21/20,,,,1.3117376899606428,77.56208106458186,932.1261812454575
07/22/20,,,,1.2917235866023473,75.48372417933051,934.2245522340672
07/23/20,,,,1.2725609751404257,73.46058573524547,936.2668532896141
07/24/20,,,,1.2542268521302984,71.49140075974374,938.254372388126
07/25/20,,,,1.2366977056372659,69.57491654489039,940.1883857494723
07/26/20,,,,1.21994951523651,67.7098926473987,942.0701578373648
07/27/20,,,,1.2039577520130926,65.89510088863011,943.9009413593568
07/28/20,,,,1.1886973785619563,64.12932535459419,945.6819772668439
07/29/20,,,,1.1741428489879242,62.4113623959487,947.4144947550634
07/30/20,,,,1.1602681089056999,60.74002062799954,949.0997112630948
07/31/20,,,,1.1470465954398676,59.1141209307008,950.7388324738594
08/01/20,,,,1.1344512372248925,57.53249644865467,952.3330523141204
08/02/20,,,,1.1224544544051198,55.993992591111535,953.8835529544833
08/03/20,,,,1.1110281586347757,54.49746703196996,955.3915048093953
08/04/20,,,,1.1001437530779667,53.041789709776644,956.8580665371454
08/05/20,,,,1.0897721324086802,51.62584282772644,958.2843850398649
