,Infected data,Recovered data,Death data,Susceptible,Infected,Recovered
06/15/20,,,,22525.54650364316,7655.841567420962,169830.61192893586
06/16/20,,,,22310.035067139732,7117.829279689966,170584.1356531703
06/17/20,,,,22112.334905997595,6616.053707102231,171283.61138690016
06/18/20,,,,21930.835165676173,6148.407401506405,171932.7574328174
06/19/20,,,,21763.978679443167,5712.814826954483,172535.20649360234
06/20/20,,,,21610.261968374554,5307.23235970181,173094.50567192363
06/21/20,,,,21468.235241354578,4929.648288207086,173614.1164704383
06/22/20,,,,21336.50239507577,4578.08281313235,174097.41479179185
06/23/20,,,,21213.836721560576,4250.568289574397,174547.59498886502
06/24/20,,,,21100.06038505524,3945.2928881973125,174966.64672674745
06/25/20,,,,20994.792769261643,3661.0123633489648,175356.1948673894
06/26/20,,,,20897.527306980086,3396.5688312219154,175717.903861798
06/27/20,,,,20807.764059439938,3150.8256497325738,176053.41029082748
06/28/20,,,,20725.009716299654,2922.667418521196,176364.32286517916
06/29/20,,,,20648.777595646752,2710.9999789518843,176652.22242540136
06/30/20,,,,20578.587643997835,2514.75041411259,176918.6619418896
07/01/20,,,,20513.96643629858,2332.8670488151106,177165.1665148863
07/02/20,,,,20454.44717592374,2164.3194495950897,177393.23337448118
07/03/20,,,,20399.569694677142,2008.0984247120182,177604.33188061084
07/04/20,,,,20348.88045279169,1863.216024149236,177799.90352305907
07/05/20,,,,20301.932538929366,1728.7055396139267,177981.3619214567
07/06/20,,,,20258.28567018123,1603.6215045371227,178150.09282528164
07/07/20,,,,20217.52009352298,1487.0536939680835,178307.42621250893
07/08/20,,,,20179.57645586847,1378.5172730171869,178453.90627111433
07/09/20,,,,20144.390044639134,1277.6506953569922,178589.95926000387
07/10/20,,,,20111.801537369087,1184.0197718100876,178716.17869082082
07/11/20,,,,20081.653938114905,1097.1978321949364,178833.14822969015
07/12/20,,,,20053.792577455588,1016.7657253258753,178941.44169721854
07/13/20,,,,20028.065112492586,942.3118190131162,179041.6230684943
07/14/20,,,,20004.321526849788,873.4320000627449,179134.24647308746
07/15/20,,,,19982.414130673526,809.7296742767221,179219.85619504974
07/16/20,,,,19962.19756063257,750.815766452882,179298.98667291456
07/17/20,,,,19943.528779918128,696.3087203849353,179372.16249969695
07/18/20,,,,19926.267078243858,645.8344988624649,179439.8984228937
07/19/20,,,,19910.274071845848,599.0265836709291,179502.69934448323
07/20/20,,,,19895.413703482638,555.5259755916609,179561.0603209257
07/21/20,,,,19881.552477020185,514.9817167938086,179615.465806186
07/22/20,,,,19868.655947347906,477.2664381515933,179666.07761450048
07/23/20,,,,19856.711575361776,442.30635400574687,179712.98207063245
07/24/20,,,,19845.64881666099,409.9014811138691,179756.44970222513
